0.858 0.036666667 0.036666667 0.036666667 0 0.032 0 0
0.11 0.818 0.02 0.02 0 0.032 0 0
0.11 0.02 0.798 0.02 0.02 0.032 0 0
0.11 0.02 0.02 0.798 0.02 0.032 0 0
0.11 0.02 0.02 0.02 0.798 0.032 0 0
0.09 0.02 0.02 0.02 0.02 0.83 0 0
0 0 0 0 0 0 1 0
0 0 0 0 0 0 0 1
