0.804 0.06 0.06 0.06 0 0.016 0 0
0.25 0.634 0.05 0.05 0 0.016 0 0
0.25 0.05 0.584 0.05 0.05 0.016 0 0
0.25 0.05 0.05 0.584 0.05 0.016 0 0
0.25 0.05 0.05 0.05 0.584 0.016 0 0
0.34 0.05 0.05 0.05 0.05 0.46 0 0
0 0 0 0 0 0 1 0
0 0 0 0 0 0 0 1
